1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
RE0033,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,カナヘビ科,サキシマカナヘビ,Takydromus dorsalis,B2ab D2,サキシマカナヘビ,Takydromus dorsalis,VU,サキシマカナヘビ,Takydromus dorsalis,VU,サキシマカナヘビ,Takydromus dorsalis,VU,サキシマカナヘビ,Takydromus dorsalis,VU,サキシマカナヘビ,Takydromus dorsalis,VU,サキシマカナヘビ,Takydromus dorsalis,VU,サキシマカナヘビ,Takydromus dorsalis,VU,－,－,－,－,－,－,0,0,1,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
RE0034,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,カナヘビ科,コモチカナヘビ,Zootoca vivipara,B2ab,コモチカナヘビ,Zootoca vivipara,VU,コモチカナヘビ,Zootoca vivipara,VU,コモチカナヘビ,Zootoca vivipara,VU,コモチカナヘビ,Zootoca vivipara,VU,コモチカナヘビ,Zootoca vivipara,VU,コモチカナヘビ,Zootoca vivipara,VU,コモチカナヘビ,Lacerta vivipara,VU,－,－,－,－,－,－,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
RE0035,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,ナミヘビ科,ヨナグニシュウダ,Elaphe carinata yonaguniensis,D2,ヨナグニシュウダ,Elaphe carinata yonaguniensis,EN,ヨナグニシュウダ,Elaphe carinata yonaguniensis,EN,ヨナグニシュウダ,Elaphe carinata yonaguniensis,EN,ヨナグニシュウダ,Elaphe carinata yonaguniensis,EN,ヨナグニシュウダ,Elaphe carinata yonaguniensis,EN,ヨナグニシュウダ,Elaphe carinata yonaguniensis,EN,ヨナグニシュウダ,Elaphe carinata yonaguniensis,EN,ヨナグニシュウダ,Elaphe carinata yonaguniensis,VU,－,－,－,0,0,1,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0036,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,コブラ科,イワサキワモンベニヘビ,Sinomicrurus iwasakii,D2,イワサキワモンベニヘビ,Sinomicrurus macclellandi iwasakii,VU,イワサキワモンベニヘビ,Sinomicrurus macclellandi iwasakii,VU,イワサキワモンベニヘビ,Sinomicrurus macclellandi iwasakii,VU,イワサキワモンベニヘビ,Sinomicrurus macclellandi iwasakii,VU,イワサキワモンベニヘビ,Sinomicrurus macclellandi iwasakii,VU,イワサキワモンベニヘビ,Sinomicrurus macclellandi iwasakii,VU,イワサキワモンベニヘビ,Sinomicrurus macclellandi iwasakii,VU,イワサキワモンベニヘビ,Hemibungarus macclellandi iwasakii,NT,イワサキワモンベニヘビ,Calliophis macclellandii iwasakii,R,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0037,爬虫類・両生類,準絶滅危惧,NT,有鱗目,ヤモリ科,ニシヤモリ,Gekko sp. 2,①②④,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,―,0,1,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0038,爬虫類・両生類,準絶滅危惧,NT,有鱗目,ヤモリ科,タワヤモリ,Gekko tawaensis,①②④,タワヤモリ,Gekko tawaensis,NT,タワヤモリ,Gekko tawaensis,NT,タワヤモリ,Gekko tawaensis,NT,タワヤモリ,Gekko tawaensis,NT,タワヤモリ,Gekko tawaensis,NT,タワヤモリ,Gekko tawaensis,NT,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,―,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0039,爬虫類・両生類,準絶滅危惧,NT,有鱗目,アガマ科,サキシマキノボリトカゲ,Diploderma polygonatum ishigakiense,①,サキシマキノボリトカゲ,Diploderma polygonatum ishigakiense,NT,サキシマキノボリトカゲ,Japalura polygonata ishigakiensis,NT,サキシマキノボリトカゲ,Japalura polygonata ishigakiensis,NT,サキシマキノボリトカゲ,Japalura polygonata ishigakiensis,NT,サキシマキノボリトカゲ,Japalura polygonata ishigakiensis,NT,サキシマキノボリトカゲ,Japalura polygonata ishigakiensis,NT,サキシマキノボリトカゲ,Japalura polygonata ishigakiensis,NT,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0040,爬虫類・両生類,準絶滅危惧,NT,有鱗目,アガマ科,オキナワキノボリトカゲ,Diploderma polygonatum polygonatum,①④,オキナワキノボリトカゲ,Diploderma polygonatum polygonatum,VU,オキナワキノボリトカゲ,Japalura polygonata polygonata,VU,オキナワキノボリトカゲ,Japalura polygonata polygonata,VU,オキナワキノボリトカゲ,Japalura polygonata polygonata,VU,オキナワキノボリトカゲ,Japalura polygonata polygonata,VU,オキナワキノボリトカゲ,Japalura polygonata polygonata,VU,オキナワキノボリトカゲ,Japalura polygonata polygonata,VU,キノボリトカゲ,Japalura polygonata polygonata,VU,－,－,－,0,0,1,0,―,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0041,爬虫類・両生類,準絶滅危惧,NT,有鱗目,トカゲ科,キシノウエトカゲ,Plestiodon kishinouyei,①②,キシノウエトカゲ,Plestiodon kishinouyei,VU,キシノウエトカゲ,Plestiodon kishinouyei,VU,キシノウエトカゲ,Plestiodon kishinouyei,VU,キシノウエトカゲ,Plestiodon kishinouyei,VU,キシノウエトカゲ,Plestiodon kishinouyei,VU,キシノウエトカゲ,Plestiodon kishinouyei,VU,キシノウエトカゲ,Plestiodon kishinouyei,VU,キシノウエトカゲ,Eumeces kishinouyei,NT,キシノウエトカゲ,Eumeces kishinouyei,R,0,0,1,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,―,0
RE0042,爬虫類・両生類,準絶滅危惧,NT,有鱗目,トカゲ科,オキナワトカゲ,Plestiodon marginatus,①,オキナワトカゲ,Plestiodon marginatus,VU,オキナワトカゲ,Plestiodon marginatus,VU,オキナワトカゲ,Plestiodon marginatus,VU,オキナワトカゲ,Plestiodon marginatus,VU,オキナワトカゲ,Plestiodon marginatus marginatus,VU,オキナワトカゲ,Plestiodon marginatus marginatus,VU,オキナワトカゲ,Plestiodon marginatus marginatus,NT,－,－,－,－,－,－,0,0,1,0,―,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,―,1,1,0,―,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0043,爬虫類・両生類,準絶滅危惧,NT,有鱗目,トカゲ科,オオシマトカゲ,Plestiodon oshimensis,①,オオシマトカゲ,Plestiodon oshimensis,NT,オオシマトカゲ,Plestiodon oshimensis,NT,オオシマトカゲ,Plestiodon oshimensis,NT,オオシマトカゲ,Plestiodon oshimensis,NT,オオシマトカゲ,Plestiodon marginatus oshimensis,NT,オオシマトカゲ,Plestiodon marginatus oshimensis,NT,オオシマトカゲ,Plestiodon marginatus oshimensis,NT,－,－,－,－,－,－,0,0,1,0,―,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,―,1,1,0,―,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0044,爬虫類・両生類,準絶滅危惧,NT,有鱗目,カナヘビ科,アオカナヘビ,Takydromus smaragdinus,①,沖永良部島、徳之島のアオカナヘビ,Takydromus smaragdinus,LP,沖永良部島、徳之島のアオカナヘビ,Takydromus smaragdinus,LP,沖永良部島、徳之島のアオカナヘビ,Takydromus smaragdinus,LP,沖永良部島、徳之島のアオカナヘビ,Takydromus smaragdinus,LP,沖永良部島、徳之島のアオカナヘビ,Takydromus smaragdinus,LP,沖永良部島、徳之島のアオカナヘビ,Takydromus smaragdinus,LP,沖永良部島、徳之島のアオカナヘビ,Takydromus smaragdinus,LP,－,－,－,－,－,－,0,0,1,0,―,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0045,爬虫類・両生類,準絶滅危惧,NT,有鱗目,セダカヘビ科,イワサキセダカヘビ,Pareas iwasakii,②,イワサキセダカヘビ,Pareas iwasakii,NT,イワサキセダカヘビ,Pareas iwasakii,NT,イワサキセダカヘビ,Pareas iwasakii,NT,イワサキセダカヘビ,Pareas iwasakii,NT,イワサキセダカヘビ,Pareas iwasakii,NT,イワサキセダカヘビ,Pareas iwasakii,NT,イワサキセダカヘビ,Pareas iwasakii,NT,イワサキセダカヘビ,Pareas iwasakii,NT,イワサキセダカヘビ,Pareas iwasakii,R,0,0,1,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0046,爬虫類・両生類,準絶滅危惧,NT,有鱗目,タカチホヘビ科,アマミタカチホヘビ,Achalinus werneri,②,アマミタカチホヘビ,Achalinus werneri,NT,アマミタカチホヘビ,Achalinus werneri,NT,アマミタカチホヘビ,Achalinus werneri,NT,アマミタカチホヘビ,Achalinus werneri,NT,アマミタカチホヘビ,Achalinus werneri,NT,アマミタカチホヘビ,Achalinus werneri,NT,アマミタカチホヘビ,Achalinus werneri,NT,アマミタカチホヘビ,Achalinus werneri,NT,アマミタカチホヘビ,Achalinus werneri van,R,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0047,爬虫類・両生類,準絶滅危惧,NT,有鱗目,ナミヘビ科,サキシマアオヘビ,Cyclophiops herminae,②,サキシマアオヘビ,Cyclophiops herminae,NT,サキシマアオヘビ,Cyclophiops herminae,NT,サキシマアオヘビ,Cyclophiops herminae,NT,サキシマアオヘビ,Cyclophiops herminae,NT,サキシマアオヘビ,Cyclophiops herminae,NT,サキシマアオヘビ,Cyclophiops herminae,NT,サキシマアオヘビ,Cyclophiops herminae,NT,サキシマアオヘビ,Cyclophiops herminae,NT,サキシマアオヘビ,Opheodrys herminae,R,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0048,爬虫類・両生類,準絶滅危惧,NT,有鱗目,ナミヘビ科,サキシマスジオ,Elaphe taeniura schmackeri,②,サキシマスジオ,Elaphe taeniura schmackeri,VU,サキシマスジオ,Elaphe taeniura schmackeri,VU,サキシマスジオ,Elaphe taeniura schmackeri,VU,サキシマスジオ,Elaphe taeniura schmackeri,VU,サキシマスジオ,Elaphe taeniura schmackeri,VU,サキシマスジオ,Elaphe taeniura schmackeri,VU,サキシマスジオ,Elaphe taeniura schmackeri,VU,－,－,－,－,－,－,0,0,1,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,―,0
RE0049,爬虫類・両生類,準絶滅危惧,NT,有鱗目,ナミヘビ科,ダンジョヒバカリ,Hebius vibakari danjoensis,②,ダンジョヒバカリ,Hebius vibakari danjoensis,DD,ダンジョヒバカリ,Hebius vibakari danjoensis,DD,ダンジョヒバカリ,Hebius vibakari danjoensis,DD,ダンジョヒバカリ,Hebius vibakari danjoensis,DD,ダンジョヒバカリ,Amphiesma vibakari danjoense,DD,ダンジョヒバカリ,Amphiesma vibakari danjoense,DD,ダンジョヒバカリ,Amphiesma vibakari danjoense,DD,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
RE0050,爬虫類・両生類,準絶滅危惧,NT,有鱗目,ナミヘビ科,サキシマバイカダ,Lycodon multifasciatus,②,サキシマバイカダ,Lycodon ruhstrati multifasciatus,NT,サキシマバイカダ,Lycodon ruhstrati multifasciatus,NT,サキシマバイカダ,Lycodon ruhstrati multifasciatus,NT,サキシマバイカダ,Lycodon ruhstrati multifasciatus,NT,サキシマバイカダ,Lycodon ruhstrati multifasciatus,NT,サキシマバイカダ,Lycodon ruhstrati multifasciatus,NT,サキシマバイカダ,Lycodon ruhstrati multifasciatus,NT,サキシマバイカダ,Lycodon ruhstrati multifasciatus,NT,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,―,0
RE0051,爬虫類・両生類,準絶滅危惧,NT,有鱗目,ナミヘビ科,アカマダラ,Lycodon rufozonatus rufozonatus,②,アカマダラ,Dinodon rufozonatum rufozonatum,NT,アカマダラ,Dinodon rufozonatum rufozonatum,NT,アカマダラ,Dinodon rufozonatum rufozonatum,NT,アカマダラ,Dinodon rufozonatum rufozonatum,NT,アカマダラ,Dinodon rufozonatum rufozonatum,NT,アカマダラ,Dinodon rufozonatum rufozonatum,NT,アカマダラ,Dinodon rufozonatum rufozonatum,NT,－,－,－,－,－,－,0,0,1,0,―,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,外来種（ヤギ）による植生改変,0
RE0052,爬虫類・両生類,準絶滅危惧,NT,有鱗目,コブラ科,ハイ,Sinomicrurus boettgeri,①②,ハイ,Sinomicrurus japonicus boettgeri,NT,ハイ,Sinomicrurus japonicus boettgeri,NT,ハイ,Sinomicrurus japonicus boettgeri,NT,ハイ,Sinomicrurus japonicus boettgeri,NT,ハイ,Sinomicrurus japonicus boettgeri,NT,ハイ,Sinomicrurus japonicus boettgeri,NT,ハイ,Sinomicrurus japonicus boettgeri,NT,ハイ,Hemibungarus japonicus boettgeri,NT,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0053,爬虫類・両生類,準絶滅危惧,NT,有鱗目,コブラ科,ヒャン,Sinomicrurus japonicus,②,ヒャン,Sinomicrurus japonicus japonicus,NT,ヒャン,Sinomicrurus japonicus japonicus,NT,ヒャン,Sinomicrurus japonicus japonicus,NT,ヒャン,Sinomicrurus japonicus japonicus,NT,ヒャン,Sinomicrurus japonicus japonicus,NT,ヒャン,Sinomicrurus japonicus japonicus,NT,ヒャン,Sinomicrurus japonicus japonicus,NT,ヒャン,Hemibungarus japonicus japonicus,NT,ヒャン,Calliophis japonicus,R,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0054,爬虫類・両生類,準絶滅危惧,NT,有鱗目,クサリヘビ科,トカラハブ,Protobothrops tokarensis,③,トカラハブ,Protobothrops tokarensis,NT,トカラハブ,Protobothrops tokarensis,NT,トカラハブ,Protobothrops tokarensis,NT,トカラハブ,Protobothrops tokarensis,NT,トカラハブ,Protobothrops tokarensis,NT,トカラハブ,Protobothrops tokarensis,NT,トカラハブ,Protobothrops tokarensis,NT,－,－,－,－,－,－,0,0,1,0,―,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,―,1,1,0,―,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
RE0055,爬虫類・両生類,情報不足,DD,カメ目,ウミガメ科,クロウミガメ,Chelonia agassizii,①,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,1,0,0,―,1,1,0,1,1,0,0,0,0,0,0,―,1,0,0,―,1,1,0,0,0,0,0,0,0,―,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0056,爬虫類・両生類,情報不足,DD,カメ目,ウミガメ科,ヒメウミガメ,Lepidochelys olivacea,①,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,1,0,0,―,1,1,0,0,1,0,0,0,1,0,0,―,1,0,0,―,1,1,0,0,1,0,0,0,0,―,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0057,爬虫類・両生類,情報不足,DD,カメ目,オサガメ科,オサガメ,Dermochelys coriacea,①,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,1,0,0,―,1,1,0,0,0,0,0,0,0,0,0,―,1,1,0,―,1,1,0,0,0,0,0,0,0,―,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
