カテゴリー,分類群,和名,学名
絶滅危惧Ⅱ類（VU）,維管束植物,フサスギナ,Equisetum sylvaticum
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメハナワラビ,Botrychium lunaria
絶滅危惧Ⅱ類（VU）,維管束植物,チャボハナヤスリ,Ophioglossum parvum
絶滅危惧Ⅱ類（VU）,維管束植物,ハハジマホラゴケ,Abrodictyum boninense
絶滅危惧Ⅱ類（VU）,維管束植物,マメゴケシダ,Didymoglossum motleyi
絶滅危惧Ⅱ類（VU）,維管束植物,ミウラハイホラゴケ,Vandenboschia miuraensis
絶滅危惧Ⅱ類（VU）,維管束植物,リュウキュウオオハイホラゴケ,Vandenboschia oshimensis
絶滅危惧Ⅱ類（VU）,維管束植物,カネコシダ,Diplopterygium laevissimum
絶滅危惧Ⅱ類（VU）,維管束植物,リュウキュウキジノオ,Plagiogyria koidzumii
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメホングウシダ,Lindsaea cambodgensis
絶滅危惧Ⅱ類（VU）,維管束植物,イワホウライシダ,Adiantum ogasawarense
絶滅危惧Ⅱ類（VU）,維管束植物,タキミシダ,Antrophyum obovatum
絶滅危惧Ⅱ類（VU）,維管束植物,エビガラシダ,Cheilanthes chusana
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメシシラン,Haplopteris anguste-elongata
絶滅危惧Ⅱ類（VU）,維管束植物,キドイノモトソウ,Pteris kidoi
絶滅危惧Ⅱ類（VU）,維管束植物,ヤワラハチジョウシダ,Pteris natiensis
絶滅危惧Ⅱ類（VU）,維管束植物,カワリバアマクサシダ,Pteris perplexa
絶滅危惧Ⅱ類（VU）,維管束植物,サツマハチジョウシダ,Pteris satsumana
絶滅危惧Ⅱ類（VU）,維管束植物,ヤクシマハチジョウシダ,Pteris yakuinsularis
絶滅危惧Ⅱ類（VU）,維管束植物,コウシュンシダ,Microlepia obtusiloba var. obtusiloba
絶滅危惧Ⅱ類（VU）,維管束植物,オオイシカグマ,Microlepia speluncae
絶滅危惧Ⅱ類（VU）,維管束植物,クロガネシダ,Asplenium coenobiale
絶滅危惧Ⅱ類（VU）,維管束植物,ナンカイシダ,Asplenium micantifrons
絶滅危惧Ⅱ類（VU）,維管束植物,ムニンシダ,Asplenium polyodon
絶滅危惧Ⅱ類（VU）,維管束植物,オクタマシダ,Asplenium pseudowilfordii
絶滅危惧Ⅱ類（VU）,維管束植物,テンリュウヌリトラノオ,Asplenium shimurae
絶滅危惧Ⅱ類（VU）,維管束植物,オトメシダ,Asplenium tenerum
絶滅危惧Ⅱ類（VU）,維管束植物,ラハオシダ,Hymenasplenium excisum
絶滅危惧Ⅱ類（VU）,維管束植物,オオギミシダ,Woodwardia harlandii
絶滅危惧Ⅱ類（VU）,維管束植物,テバコワラビ,Athyrium atkinsonii
絶滅危惧Ⅱ類（VU）,維管束植物,ヘイケイヌワラビ,Athyrium eremicola
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメホウビシダ,Athyrium nakanoi
絶滅危惧Ⅱ類（VU）,維管束植物,サカバサトメシダ,Athyrium palustre
絶滅危惧Ⅱ類（VU）,維管束植物,コウライイヌワラビ,Deparia coreana
絶滅危惧Ⅱ類（VU）,維管束植物,ウスバシケシダ,Deparia longipes
絶滅危惧Ⅱ類（VU）,維管束植物,シマクジャク,Diplazium longicarpum
絶滅危惧Ⅱ類（VU）,維管束植物,ニセシロヤマシダ,Diplazium taiwanense
絶滅危惧Ⅱ類（VU）,維管束植物,タイワンハシゴシダ,Thelypteris castanea
絶滅危惧Ⅱ類（VU）,維管束植物,トサノミゾシダモドキ,Thelypteris flexilis
絶滅危惧Ⅱ類（VU）,維管束植物,ヤクシマカナワラビ,Arachniodes cavaleriei
絶滅危惧Ⅱ類（VU）,維管束植物,シビカナワラビ,Arachniodes hekiana
絶滅危惧Ⅱ類（VU）,維管束植物,ハガクレカナワラビ,Arachniodes yasu-inouei var. yasu-inouei
絶滅危惧Ⅱ類（VU）,維管束植物,コミダケシダ,Ctenitis iriomotensis
絶滅危惧Ⅱ類（VU）,維管束植物,イワカゲワラビ,Dryopteris laeta
絶滅危惧Ⅱ類（VU）,維管束植物,タイワンヒメワラビ,Dryopteris nodosa
絶滅危惧Ⅱ類（VU）,維管束植物,モトイタチシダ,Dryopteris protobissetiana
絶滅危惧Ⅱ類（VU）,維管束植物,ヒロハアツイタ,Elaphoglossum tosaense
絶滅危惧Ⅱ類（VU）,維管束植物,アツイタ,Elaphoglossum yoshinagae
絶滅危惧Ⅱ類（VU）,維管束植物,オニイノデ,Polystichum rigens
絶滅危惧Ⅱ類（VU）,維管束植物,コモチイノデ,Polystichum scariosum
絶滅危惧Ⅱ類（VU）,維管束植物,ツルキジノオ,Lomariopsis boninensis
絶滅危惧Ⅱ類（VU）,維管束植物,キクシノブ,Davallia repens
絶滅危惧Ⅱ類（VU）,維管束植物,ミョウギシダ,Goniophlebium someyae
絶滅危惧Ⅱ類（VU）,維管束植物,タイワンクリハラン,Leptochilus hemionitideus
絶滅危惧Ⅱ類（VU）,維管束植物,ムニンサジラン,Loxogramme boninensis
絶滅危惧Ⅱ類（VU）,維管束植物,ナガバコウラボシ,Oreogrammitis tuyamae
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメバラモミ,Picea maximowiczii
絶滅危惧Ⅱ類（VU）,維管束植物,トガサワラ,Pseudotsuga japonica
絶滅危惧Ⅱ類（VU）,維管束植物,リシリビャクシン,Juniperus communis var. montana
絶滅危惧Ⅱ類（VU）,維管束植物,シマムロ,Juniperus taxifolia var. taxifolia
絶滅危惧Ⅱ類（VU）,維管束植物,オニバス,Euryale ferox
絶滅危惧Ⅱ類（VU）,維管束植物,オゼコウホネ,Nuphar pumila var. ozeensis
絶滅危惧Ⅱ類（VU）,維管束植物,ネムロコウホネ,Nuphar pumila var. pumila
絶滅危惧Ⅱ類（VU）,維管束植物,エゾベニヒツジグサ,Nymphaea tetragona var. erythrostigmatica
絶滅危惧Ⅱ類（VU）,維管束植物,キビヒトリシズカ,Chloranthus fortunei
絶滅危惧Ⅱ類（VU）,維管束植物,シマゴショウ,Peperomia boninsimensis
絶滅危惧Ⅱ類（VU）,維管束植物,マルバウマノスズクサ,Aristolochia contorta
絶滅危惧Ⅱ類（VU）,維管束植物,コウシュンウマノスズクサ,Aristolochia zollingeriana
絶滅危惧Ⅱ類（VU）,維管束植物,ナンゴクアオイ,Asarum crassum
絶滅危惧Ⅱ類（VU）,維管束植物,ミチノクサイシン,Asarum fauriei var. fauriei
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマアオイ,Asarum fauriei var. nakaianum
絶滅危惧Ⅱ類（VU）,維管束植物,フジノカンアオイ,Asarum fudsinoi
絶滅危惧Ⅱ類（VU）,維管束植物,ツクシアオイ,Asarum kiusianum var. kiusianum
絶滅危惧Ⅱ類（VU）,維管束植物,クワイバカンアオイ,Asarum kumageanum var. kumageanum
絶滅危惧Ⅱ類（VU）,維管束植物,アマギカンアオイ,Asarum muramatsui var. muramatsui
絶滅危惧Ⅱ類（VU）,維管束植物,ナンカイアオイ,Asarum nipponicum var. nankaiense
絶滅危惧Ⅱ類（VU）,維管束植物,サカワサイシン,Asarum sakawanum var. sakawanum
絶滅危惧Ⅱ類（VU）,維管束植物,トクノシマカンアオイ,Asarum simile
絶滅危惧Ⅱ類（VU）,維管束植物,キナンカンアオイ,Asarum takaoi var. austrokiiensis
絶滅危惧Ⅱ類（VU）,維管束植物,タマノカンアオイ,Asarum tamaense
絶滅危惧Ⅱ類（VU）,維管束植物,オニカンアオイ,Asarum yakusimense
絶滅危惧Ⅱ類（VU）,維管束植物,シナクスモドキ,Cryptocarya chinensis
絶滅危惧Ⅱ類（VU）,維管束植物,オキナワコウバシ,Lindera communis var. okinawensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヤマコンニャク,Amorphophallus kiusianus
絶滅危惧Ⅱ類（VU）,維管束植物,タカハシテンナンショウ,Arisaema nambae
絶滅危惧Ⅱ類（VU）,維管束植物,ナベクラザゼンソウ,Symplocarpus nabekuraensis
絶滅危惧Ⅱ類（VU）,維管束植物,マルバオモダカ,Caldesia parnassiifolia
絶滅危惧Ⅱ類（VU）,維管束植物,マルミスブタ,Blyxa aubertii
絶滅危惧Ⅱ類（VU）,維管束植物,スブタ,Blyxa echinosperma
絶滅危惧Ⅱ類（VU）,維管束植物,トゲウミヒルモ,Halophila decipiens
絶滅危惧Ⅱ類（VU）,維管束植物,トリゲモ,Najas minor
絶滅危惧Ⅱ類（VU）,維管束植物,イトイバラモ,Najas yezoensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヒラモ,Vallisneria natans var. higoensis
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバノシバナ,Triglochin palustris
絶滅危惧Ⅱ類（VU）,維管束植物,オオアマモ,Zostera asiatica
絶滅危惧Ⅱ類（VU）,維管束植物,タチアマモ,Zostera caulescens
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバヒルムシロ,Potamogeton alpinus
絶滅危惧Ⅱ類（VU）,維管束植物,コバノヒルムシロ,Potamogeton cristatus
絶滅危惧Ⅱ類（VU）,維管束植物,ツツイトモ,Potamogeton pusillus
絶滅危惧Ⅱ類（VU）,維管束植物,ササエビモ,Potamogeton x nitens
絶滅危惧Ⅱ類（VU）,維管束植物,イトクズモ,Zannichellia palustris
絶滅危惧Ⅱ類（VU）,維管束植物,オゼソウ,Japonolirion osense
絶滅危惧Ⅱ類（VU）,維管束植物,キリシマシャクジョウ,Burmannia nepalensis
絶滅危惧Ⅱ類（VU）,維管束植物,イズドコロ,Dioscorea izuensis
絶滅危惧Ⅱ類（VU）,維管束植物,スズフリホンゴウソウ,Sciaphila ramosa
絶滅危惧Ⅱ類（VU）,維管束植物,ウエマツソウ,Sciaphila secundiflora
絶滅危惧Ⅱ類（VU）,維管束植物,リシリソウ,Anticlea sibirica
絶滅危惧Ⅱ類（VU）,維管束植物,アズマシライトソウ,Chionographis hisauchiana subsp. hisauchiana
絶滅危惧Ⅱ類（VU）,維管束植物,クロヒメシライトソウ,Chionographis hisauchiana subsp. kurohimensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヤクシマシライトソウ,Chionographis japonica var. yakusimensis
絶滅危惧Ⅱ類（VU）,維管束植物,チャボシライトソウ,Chionographis koidzumiana var. koidzumiana
絶滅危惧Ⅱ類（VU）,維管束植物,コショウジョウバカマ,Heloniopsis kawanoi
絶滅危惧Ⅱ類（VU）,維管束植物,オオシロショウジョウバカマ,Heloniopsis leucantha
絶滅危惧Ⅱ類（VU）,維管束植物,コジマエンレイソウ,Trillium smallii var. smallii
絶滅危惧Ⅱ類（VU）,維管束植物,シラオイエンレイソウ,Trillium x hagae
絶滅危惧Ⅱ類（VU）,維管束植物,ミカワバイケイソウ,Veratrum stamineum var. micranthum
絶滅危惧Ⅱ類（VU）,維管束植物,アマミヒメカカラ,Smilax amamiana
絶滅危惧Ⅱ類（VU）,維管束植物,トカラサンキライ,Smilax fui
絶滅危惧Ⅱ類（VU）,維管束植物,ヒロハノアマナ,Amana erythronioides
絶滅危惧Ⅱ類（VU）,維管束植物,イズモコバイモ,Fritillaria ayakoana
絶滅危惧Ⅱ類（VU）,維管束植物,ミノコバイモ,Fritillaria japonica
絶滅危惧Ⅱ類（VU）,維管束植物,アワコバイモ,Fritillaria muraiana
絶滅危惧Ⅱ類（VU）,維管束植物,エゾヒメアマナ,Gagea vaginata
絶滅危惧Ⅱ類（VU）,維管束植物,ノヒメユリ,Lilium callosum var. callosum
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマスカシユリ,Lilium maculatum var. bukosanense
絶滅危惧Ⅱ類（VU）,維管束植物,タキユリ,Lilium speciosum var. clivorum
絶滅危惧Ⅱ類（VU）,維管束植物,カノコユリ,Lilium speciosum var. speciosum
絶滅危惧Ⅱ類（VU）,維管束植物,キバナノホトトギス,Tricyrtis flava
絶滅危惧Ⅱ類（VU）,維管束植物,タイワンホトトギス,Tricyrtis formosana
絶滅危惧Ⅱ類（VU）,維管束植物,ジョウロウホトトギス,Tricyrtis macrantha
絶滅危惧Ⅱ類（VU）,維管束植物,キイジョウロウホトトギス,Tricyrtis macranthopsis
絶滅危惧Ⅱ類（VU）,維管束植物,オガサワラシコウラン,Bulbophyllum boninense
絶滅危惧Ⅱ類（VU）,維管束植物,ダルマエビネ,Calanthe alismifolia
絶滅危惧Ⅱ類（VU）,維管束植物,アサヒエビネ,Calanthe hattorii
絶滅危惧Ⅱ類（VU）,維管束植物,レンギョウエビネ,Calanthe lyroglossa
絶滅危惧Ⅱ類（VU）,維管束植物,オナガエビネ,Calanthe masuca
絶滅危惧Ⅱ類（VU）,維管束植物,キンセイラン,Calanthe nipponica
絶滅危惧Ⅱ類（VU）,維管束植物,ナツエビネ,Calanthe puberula var. puberula
絶滅危惧Ⅱ類（VU）,維管束植物,キエビネ,Calanthe sieboldii
絶滅危惧Ⅱ類（VU）,維管束植物,サルメンエビネ,Calanthe tricarinata
絶滅危惧Ⅱ類（VU）,維管束植物,ツルラン,Calanthe triplicata
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメホテイラン,Calypso bulbosa var. bulbosa
絶滅危惧Ⅱ類（VU）,維管束植物,クゲヌマラン,Cephalanthera longifolia
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメノヤガラ,Chamaegastrodia sikokiana
絶滅危惧Ⅱ類（VU）,維管束植物,アカバシュスラン,Cheirostylis liukiuensis
絶滅危惧Ⅱ類（VU）,維管束植物,オサラン,Conchidium japonicum
絶滅危惧Ⅱ類（VU）,維管束植物,バイケイラン,Corymborkis veratrifolia
絶滅危惧Ⅱ類（VU）,維管束植物,トケンラン,Cremastra unguiculata
絶滅危惧Ⅱ類（VU）,維管束植物,マヤラン,Cymbidium macrorhizon
絶滅危惧Ⅱ類（VU）,維管束植物,ナギラン,Cymbidium nagifolium
絶滅危惧Ⅱ類（VU）,維管束植物,クマガイソウ,Cypripedium japonicum var. japonicum
絶滅危惧Ⅱ類（VU）,維管束植物,アツモリソウ,Cypripedium macranthos var. speciosum
絶滅危惧Ⅱ類（VU）,維管束植物,キバナノアツモリソウ,Cypripedium yatabeanum
絶滅危惧Ⅱ類（VU）,維管束植物,キバナノセッコク,Dendrobium tosaense
絶滅危惧Ⅱ類（VU）,維管束植物,ハマカキラン,Epipactis papillosa var. sayekiana
絶滅危惧Ⅱ類（VU）,維管束植物,イモネヤガラ,Eulophia zollingeri
絶滅危惧Ⅱ類（VU）,維管束植物,カシノキラン,Gastrochilus japonicus
絶滅危惧Ⅱ類（VU）,維管束植物,マツラン,Gastrochilus matsuran
絶滅危惧Ⅱ類（VU）,維管束植物,モミラン,Gastrochilus toramanus
絶滅危惧Ⅱ類（VU）,維管束植物,ヌカヅキヤツシロラン,Gastrodia flexistyloides
絶滅危惧Ⅱ類（VU）,維管束植物,コンジキヤガラ,Gastrodia javanica
絶滅危惧Ⅱ類（VU）,維管束植物,ハルザキヤツシロラン,Gastrodia nipponica
絶滅危惧Ⅱ類（VU）,維管束植物,ヤンバルヤツシロラン,Gastrodia nipponicoides
絶滅危惧Ⅱ類（VU）,維管束植物,タケシマヤツシロラン,Gastrodia takeshimensis
絶滅危惧Ⅱ類（VU）,維管束植物,ナンバンキンギンソウ,Goodyera rubicunda
絶滅危惧Ⅱ類（VU）,維管束植物,シマシュスラン,Goodyera viridiflora
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメミズトンボ,Habenaria yezoensis var. yezoensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヒナチドリ,Hemipilia chidori
絶滅危惧Ⅱ類（VU）,維管束植物,ヒナラン,Hemipilia gracilis
絶滅危惧Ⅱ類（VU）,維管束植物,コアニチドリ,Hemipilia kinoshitae
絶滅危惧Ⅱ類（VU）,維管束植物,オキナワチドリ,Hemipilia lepida
絶滅危惧Ⅱ類（VU）,維管束植物,ムカゴソウ,Herminium lanceum
絶滅危惧Ⅱ類（VU）,維管束植物,クロムヨウラン,Lecanorchis nigricans var. nigricans
絶滅危惧Ⅱ類（VU）,維管束植物,ギボウシラン,Liparis auriculata
絶滅危惧Ⅱ類（VU）,維管束植物,チケイラン,Liparis bootanensis
絶滅危惧Ⅱ類（VU）,維管束植物,シマササバラン,Liparis formosana var. hachijoensis
絶滅危惧Ⅱ類（VU）,維管束植物,フガクスズムシソウ,Liparis fujisanensis
絶滅危惧Ⅱ類（VU）,維管束植物,ササバラン,Liparis odorata
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメムヨウラン,Neottia acuminata
絶滅危惧Ⅱ類（VU）,維管束植物,サカネラン,Neottia papilligera
絶滅危惧Ⅱ類（VU）,維管束植物,ムカデラン,Pelatantheria scolopendrifolia
絶滅危惧Ⅱ類（VU）,維管束植物,ガンゼキラン,Phaius flavus
絶滅危惧Ⅱ類（VU）,維管束植物,カクチョウラン,Phaius tankervilleae
絶滅危惧Ⅱ類（VU）,維管束植物,タカネトンボ,Platanthera chorisiana var. chorisiana
絶滅危惧Ⅱ類（VU）,維管束植物,シロウマチドリ,Platanthera convallariifolia
絶滅危惧Ⅱ類（VU）,維管束植物,ヒロハトンボソウ,Platanthera fuscescens
絶滅危惧Ⅱ類（VU）,維管束植物,ヤマサギソウ,Platanthera mandarinorum subsp. mandarinorum var. oreades
絶滅危惧Ⅱ類（VU）,維管束植物,ナガバトンボソウ,Platanthera tipuloides subsp. linearifolia
絶滅危惧Ⅱ類（VU）,維管束植物,ヤクシマアカシュスラン,Rhomboda yakusimensis
絶滅危惧Ⅱ類（VU）,維管束植物,コウトウシラン,Spathoglottis plicata
絶滅危惧Ⅱ類（VU）,維管束植物,イリオモテムヨウラン,Stereosandra javanica
絶滅危惧Ⅱ類（VU）,維管束植物,コオロギラン,Stigmatodactylus sikokianus
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメトケンラン,Tainia laxiflora
絶滅危惧Ⅱ類（VU）,維管束植物,ムニンキヌラン,Zeuxine boninensis
絶滅危惧Ⅱ類（VU）,維管束植物,エヒメアヤメ,Iris rossii
絶滅危惧Ⅱ類（VU）,維管束植物,ステゴビル,Allium inutile
絶滅危惧Ⅱ類（VU）,維管束植物,キイイトラッキョウ,Allium kiiense
絶滅危惧Ⅱ類（VU）,維管束植物,イズアサツキ,Allium schoenoprasum var. idzuense
絶滅危惧Ⅱ類（VU）,維管束植物,ハマタマボウキ,Asparagus kiusianus
絶滅危惧Ⅱ類（VU）,維管束植物,ザラツキギボウシ,Hosta kikutii var. scabrinervia
絶滅危惧Ⅱ類（VU）,維管束植物,カムロギボウシ,Hosta longipedicellata
絶滅危惧Ⅱ類（VU）,維管束植物,サムカゼギボウシ,Hosta samukazemontana
絶滅危惧Ⅱ類（VU）,維管束植物,タキミナズキギボウシ,Hosta takiminazukiflora subsp. takiminazukiflora
絶滅危惧Ⅱ類（VU）,維管束植物,ナガサキギボウシ,Hosta tsushimensis var. tibae
絶滅危惧Ⅱ類（VU）,維管束植物,ノヤシ,Clinostigma savoryanum
絶滅危惧Ⅱ類（VU）,維管束植物,サルゾコミョウガ,Pollia secundiflora
絶滅危惧Ⅱ類（VU）,維管束植物,アオイカズラ,Streptolirion lineare
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバウキミクリ,Sparganium angustifolium
絶滅危惧Ⅱ類（VU）,維管束植物,オオミクリ,Sparganium eurycarpum subsp. coreanum
絶滅危惧Ⅱ類（VU）,維管束植物,ウキミクリ,Sparganium gramineum
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメミクリ,Sparganium subglobosum
絶滅危惧Ⅱ類（VU）,維管束植物,クロイヌノヒゲモドキ,Eriocaulon atroides
絶滅危惧Ⅱ類（VU）,維管束植物,ヤマトホシクサ,Eriocaulon japonicum
絶滅危惧Ⅱ類（VU）,維管束植物,クシロホシクサ,Eriocaulon kusiroense
絶滅危惧Ⅱ類（VU）,維管束植物,ゴマシオホシクサ,Eriocaulon nepalense
絶滅危惧Ⅱ類（VU）,維管束植物,シラタマホシクサ,Eriocaulon nudicuspe
絶滅危惧Ⅱ類（VU）,維管束植物,シロエゾホシクサ,Eriocaulon pallescens
絶滅危惧Ⅱ類（VU）,維管束植物,カラフトホシクサ,Eriocaulon sachalinense
絶滅危惧Ⅱ類（VU）,維管束植物,アズマホシクサ,Eriocaulon takae
絶滅危惧Ⅱ類（VU）,維管束植物,クロコウガイゼキショウ,Juncus castaneus
絶滅危惧Ⅱ類（VU）,維管束植物,セキショウイ,Juncus covillei
絶滅危惧Ⅱ類（VU）,維管束植物,オオサンカクイ,Actinoscirpus grossus
絶滅危惧Ⅱ類（VU）,維管束植物,ホザキマスクサ,Carex angustealata
絶滅危惧Ⅱ類（VU）,維管束植物,アポイタヌキラン,Carex apoiensis
絶滅危惧Ⅱ類（VU）,維管束植物,ワンドスゲ,Carex argyi
絶滅危惧Ⅱ類（VU）,維管束植物,タルマイスゲ,Carex buxbaumii
絶滅危惧Ⅱ類（VU）,維管束植物,ジョウロウスゲ,Carex capricornis
絶滅危惧Ⅱ類（VU）,維管束植物,ヌマアゼスゲ,Carex cinerascens
絶滅危惧Ⅱ類（VU）,維管束植物,トカラカンスゲ,Carex conica var. scabrocaudata
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメアゼスゲ,Carex eleusinoides
絶滅危惧Ⅱ類（VU）,維管束植物,オクタマツリスゲ,Carex filipes var. kuzakaiensis
絶滅危惧Ⅱ類（VU）,維管束植物,タイワンスゲ,Carex formosensis
絶滅危惧Ⅱ類（VU）,維管束植物,サヤマスゲ,Carex hashimotoi
絶滅危惧Ⅱ類（VU）,維管束植物,セトウチスゲ,Carex kagoshimensis
絶滅危惧Ⅱ類（VU）,維管束植物,イトナルコスゲ,Carex laxa
絶滅危惧Ⅱ類（VU）,維管束植物,ムセンスゲ,Carex livida
絶滅危惧Ⅱ類（VU）,維管束植物,アカンスゲ,Carex loliacea
絶滅危惧Ⅱ類（VU）,維管束植物,ヌマクロボスゲ,Carex meyeriana
絶滅危惧Ⅱ類（VU）,維管束植物,キシュウナキリスゲ,Carex nachiana
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマイワスゲ,Carex odontostoma
絶滅危惧Ⅱ類（VU）,維管束植物,スルガスゲ,Carex omurae
絶滅危惧Ⅱ類（VU）,維管束植物,ダケスゲ,Carex paupercula
絶滅危惧Ⅱ類（VU）,維管束植物,ハシナガカンスゲ,Carex phaeodon
絶滅危惧Ⅱ類（VU）,維管束植物,アカネスゲ,Carex poculisquama
絶滅危惧Ⅱ類（VU）,維管束植物,シロホンモンジスゲ,Carex polyschoena
絶滅危惧Ⅱ類（VU）,維管束植物,アカスゲ,Carex quadriflora
絶滅危惧Ⅱ類（VU）,維管束植物,イトヒキスゲ,Carex remotiuscula
絶滅危惧Ⅱ類（VU）,維管束植物,カラフトカサスゲ,Carex rostrata
絶滅危惧Ⅱ類（VU）,維管束植物,シュミットスゲ,Carex schmidtii
絶滅危惧Ⅱ類（VU）,維管束植物,シコタンスゲ,Carex scita var. scabrinervia
絶滅危惧Ⅱ類（VU）,維管束植物,タカネナルコ,Carex siroumensis
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤケスゲ,Carex subumbellata var. subumbellata
絶滅危惧Ⅱ類（VU）,維管束植物,タイホクスゲ,Carex taihokuensis
絶滅危惧Ⅱ類（VU）,維管束植物,ノスゲ,Carex tashiroana
絶滅危惧Ⅱ類（VU）,維管束植物,オノエスゲ,Carex tenuiformis
絶滅危惧Ⅱ類（VU）,維管束植物,フサカンスゲ,Carex tokarensis
絶滅危惧Ⅱ類（VU）,維管束植物,セキモンスゲ,Carex toyoshimae
絶滅危惧Ⅱ類（VU）,維管束植物,ホロムイクグ,Carex tsuishikarensis
絶滅危惧Ⅱ類（VU）,維管束植物,イワヤスゲ,Carex tumidula
絶滅危惧Ⅱ類（VU）,維管束植物,ヌイオスゲ,Carex vanheurckii
絶滅危惧Ⅱ類（VU）,維管束植物,ホウキガヤツリ,Cyperus distans
絶滅危惧Ⅱ類（VU）,維管束植物,カンエンガヤツリ,Cyperus exaltatus var. iwasakii
絶滅危惧Ⅱ類（VU）,維管束植物,ツクシオオガヤツリ,Cyperus ohwii
絶滅危惧Ⅱ類（VU）,維管束植物,カガシラ,Diplacrum caricinum
絶滅危惧Ⅱ類（VU）,維管束植物,チシママツバイ,Eleocharis acicularis var. acicularis
絶滅危惧Ⅱ類（VU）,維管束植物,スジヌマハリイ,Eleocharis equisetiformis
絶滅危惧Ⅱ類（VU）,維管束植物,シロミノハリイ,Eleocharis margaritacea
絶滅危惧Ⅱ類（VU）,維管束植物,コツブヌマハリイ,Eleocharis parvinux
絶滅危惧Ⅱ類（VU）,維管束植物,チャボイ,Eleocharis parvula
絶滅危惧Ⅱ類（VU）,維管束植物,ツクシテンツキ,Fimbristylis dichotoma subsp. podocarpa
絶滅危惧Ⅱ類（VU）,維管束植物,オノエテンツキ,Fimbristylis fusca
絶滅危惧Ⅱ類（VU）,維管束植物,ムニンテンツキ,Fimbristylis longispica var. boninensis
絶滅危惧Ⅱ類（VU）,維管束植物,ノハラテンツキ,Fimbristylis pierotii
絶滅危惧Ⅱ類（VU）,維管束植物,トネテンツキ,Fimbristylis stauntonii var. tonensis
絶滅危惧Ⅱ類（VU）,維管束植物,シマイガクサ,Rhynchospora boninensis
絶滅危惧Ⅱ類（VU）,維管束植物,ハタベカンガレイ,Schoenoplectiella gemmifera
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメカンガレイ,Schoenoplectiella mucronata var. mucronata
絶滅危惧Ⅱ類（VU）,維管束植物,タカネクロスゲ,Scirpus maximowiczii
絶滅危惧Ⅱ類（VU）,維管束植物,ミカワシンジュガヤ,Scleria mikawana
絶滅危惧Ⅱ類（VU）,維管束植物,クロミノシンジュガヤ,Scleria sumatrensis
絶滅危惧Ⅱ類（VU）,維管束植物,ユキクラヌカボ,Agrostis hideoi
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマハルガヤ,Anthoxanthum odoratum subsp. nipponicum
絶滅危惧Ⅱ類（VU）,維管束植物,マツバシバ,Aristida boninensis
絶滅危惧Ⅱ類（VU）,維管束植物,オオマツバシバ,Aristida takeoi
絶滅危惧Ⅱ類（VU）,維管束植物,ヤクシマノガリヤス,Calamagrostis masamunei
絶滅危惧Ⅱ類（VU）,維管束植物,ザラツキヒナガリヤス,Calamagrostis nana subsp. hayachinensis
絶滅危惧Ⅱ類（VU）,維管束植物,ツクシガヤ,Chikusichloa aquatica
絶滅危惧Ⅱ類（VU）,維管束植物,イリオモテガヤ,Chikusichloa brachyanthera
絶滅危惧Ⅱ類（VU）,維管束植物,ミズタカモジ,Elymus humidus
絶滅危惧Ⅱ類（VU）,維管束植物,オニカモジ,Elymus tsukushiensis var. tsukushiensis
絶滅危惧Ⅱ類（VU）,維管束植物,イゼナガヤ,Eriachne armittii
絶滅危惧Ⅱ類（VU）,維管束植物,ウンヌケ,Eulalia speciosa
絶滅危惧Ⅱ類（VU）,維管束植物,チイサンウシノケグサ,Festuca ovina var. chiisanensis
絶滅危惧Ⅱ類（VU）,維管束植物,タカネソモソモ,Festuca takedana
絶滅危惧Ⅱ類（VU）,維管束植物,アオシバ,Garnotia acutigluma
絶滅危惧Ⅱ類（VU）,維管束植物,アカヒゲガヤ,Heteropogon contortus
絶滅危惧Ⅱ類（VU）,維管束植物,オキナワミゾイチゴツナギ,Poa acroleuca var. ryukyuensis
絶滅危惧Ⅱ類（VU）,維管束植物,タカネタチイチゴツナギ,Poa glauca var. glauca
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマカニツリ,Trisetum koidzumianum
